"move from cobol to lisp"	0
"move from dart to lisp"	0
"move from node to lisp"	0
"switch from fortran to cobol"	0
"switch to prolog from lua"	0
"switched from php to rust"	0
"moved to cobol from java"	0
"moved to clojure from c"	0
"switched to java from erlang"	0
"moved from c to haskell"	0
"switched to go from cobol"	0
"move from php to fortran"	0
"move to erlang from objective c"	0
"switch from cobol to erlang"	0
"switch to visual basic from lua"	0
"move from c to lisp"	5
"moved to go from fortran"	0
"switched to scala from lua"	0
"moved to erlang from prolog"	0
"switched to fortran from dart"	0
"switch to visual basic from objective c"	0
"moved to objective c from php"	0
"move to c++ from matlab"	0
"moved from lua to c"	3
"moved from rust to ruby"	0
"moved from ruby to cobol"	0
"switched from scala to objective c"	0
"switched to visual basic from cobol"	0
"moved from c++ to lisp"	0
"switch from ruby to scala"	1150
"switched from erlang to r"	0
"switched to erlang from prolog"	0
"moved from swift to cobol"	0
"switched to fortran from swift"	0
"switch from pascal to ruby"	0
"moved to objective c from java"	1
"moved from dart to rust"	0
"switched from matlab to java"	1
"moved from objective c to go"	0
"moved to node from r"	0
"move from python to pascal"	0
"move to lua from go"	0
"switch from python to scala"	2
"switch to python from lua"	0
"switch to c# from erlang"	0
"move to pascal from perl"	0
"switch to lisp from rust"	0
"switch from erlang to perl"	0
"moved from r to java"	0
"switched to lua from fortran"	0
"move from objective c to pascal"	0
"switch to haskell from lisp"	0
"move from r to matlab"	0
"moved from matlab to node"	0
"moved to go from rust"	0
"switched from scala to go"	0
"switched from scala to matlab"	0
"switched to prolog from node"	0
"switched from objective c to visual basic"	0
"moved to fortran from go"	0
"switch to java from lisp"	0
"switched to lua from java"	0
"moved to java from matlab"	1
"switch from visual basic to rust"	0
"move to prolog from visual basic"	0
"switch to cobol from swift"	0
"switched from r to haskell"	0
"switched from go to pascal"	0
"move to c# from dart"	0
"switched from cobol to ruby"	0
"switch to c++ from matlab"	1
"switch from c++ to lisp"	2
"move from dart to ruby"	0
"switched from dart to prolog"	0
"moved from prolog to c++"	0
"moved to dart from cobol"	0
"switch from cobol to rust"	0
"switch from r to matlab"	4
"move from fortran to python"	2
"switch to fortran from node"	0
"switched from erlang to scala"	0
"switched from swift to clojure"	0
"move from dart to objective c"	0
"switch from erlang to visual basic"	0
"switched to clojure from visual basic"	0
"move from r to clojure"	0
"switched to objective c from go"	0
"switch from objective c to pascal"	0
"switch to c from haskell"	0
"move from clojure to node"	0
"move to c# from lisp"	0
"switch from go to haskell"	1
"switched from erlang to clojure"	0
"switched to matlab from erlang"	0
"move to objective c from perl"	0
"switch to haskell from erlang"	0
"move from matlab to dart"	0
"switch to c# from objective c"	0
"moved to swift from scala"	0
"moved to lisp from php"	0
"moved to haskell from clojure"	0
"moved from java to scala"	444
"move to fortran from ruby"	0
"moved from lisp to scala"	0
"switch to swift from clojure"	0
"move to erlang from dart"	0
"moved from erlang to lisp"	0
"moved from objective c to node"	0
"moved to dart from java"	0
"switched from c++ to prolog"	0
"move from r to lisp"	0
"moved from node to lisp"	0
"switched from rust to c#"	0
"switched from objective c to clojure"	0
"move from pascal to ruby"	0
"switched from python to dart"	0
"moved from c++ to r"	0
"switch from haskell to prolog"	0
"switch to lua from perl"	0
"switch to r from perl"	0
"switch from haskell to node"	0
"switched to clojure from perl"	0
"move from r to go"	0
"switched from dart to ruby"	0
"moved from dart to perl"	0
"switch to c from r"	0
"move to objective c from node"	0
"switch from dart to pascal"	0
"move from fortran to clojure"	0
"move to objective c from dart"	0
"switched from go to matlab"	0
"switch to rust from dart"	0
"switched from scala to prolog"	0
"switch to r from lua"	0
"switch to erlang from fortran"	0
"switch from matlab to c++"	2
"move to cobol from dart"	0
"moved from objective c to c#"	0
"switch from haskell to visual basic"	0
"switch to scala from go"	0
"moved from cobol to lisp"	4
"switch from objective c to erlang"	0
"move to pascal from rust"	0
"moved to lua from swift"	0
"moved to prolog from rust"	0
"moved to lua from ruby"	0
"move from scala to dart"	0
"move from perl to rust"	0
"moved from r to fortran"	0
"switch from dart to php"	0
"switched from objective c to php"	0
"move to lua from c"	0
"move to clojure from lisp"	0
"move to matlab from cobol"	0
"moved from objective c to cobol"	0
"move from ruby to r"	0
"switched from fortran to prolog"	0
"switch from cobol to objective c"	0
"move to lisp from ruby"	0
"moved to node from pascal"	0
"moved from clojure to python"	0
"moved to rust from pascal"	0
"switched from c to lua"	0
"switch to java from fortran"	0
"switch from r to node"	0
"switched from pascal to visual basic"	0
"moved to java from lua"	0
"moved from ruby to pascal"	0
"switch to objective c from swift"	0
"switch from java to scala"	717
"switch to ruby from prolog"	0
"switch to swift from pascal"	0
"switched to node from prolog"	0
"switch from cobol to go"	0
"switched from lisp to scala"	0
"switched from cobol to php"	0
"switch to prolog from objective c"	0
"move from r to java"	0
"moved to objective c from c"	0
"move to dart from lisp"	0
"move to php from lisp"	0
"switched to r from c++"	0
"switch to lua from visual basic"	0
"moved from c++ to scala"	1
"switch to python from scala"	1
"switched from lua to objective c"	0
"switch to c++ from objective c"	0
"move to erlang from python"	0
"switched from c to fortran"	1
"move from cobol to python"	0
"moved to haskell from scala"	0
"moved from objective c to erlang"	0
"moved to scala from clojure"	0
"switch from go to r"	0
"switched to lisp from c#"	0
"move from dart to scala"	0
"move to clojure from node"	0
"move to ruby from scala"	0
"switch to dart from go"	0
"switch from node to dart"	0
"switched to lisp from lua"	1
"switch from rust to scala"	0
"switch to matlab from go"	0
"moved to objective c from swift"	0
"moved to python from clojure"	0
"move from matlab to r"	8
"switched to swift from lua"	0
"move to go from matlab"	0
"switched from fortran to haskell"	0
"switched from haskell to lisp"	0
"switched from ruby to clojure"	109
"moved to visual basic from objective c"	0
"switched from objective c to scala"	0
"switch to matlab from visual basic"	0
"moved to lua from fortran"	0
"switch from scala to pascal"	0
"moved from python to rust"	0
"move from objective c to matlab"	0
"moved to haskell from python"	2
"switched to lisp from go"	0
"moved to scala from matlab"	0
"switched from lua to erlang"	0
"move from objective c to php"	0
"switch to prolog from ruby"	0
"switched from node to fortran"	0
"move from r to rust"	0
"move from go to prolog"	0
"switch from visual basic to erlang"	0
"switched to dart from r"	0
"move from lisp to scala"	0
"moved from python to clojure"	0
"move to fortran from c++"	0
"switched from rust to fortran"	0
"switch to clojure from ruby"	0
"switched to clojure from c#"	0
"switched to haskell from erlang"	0
"move from r to python"	638
"switched from node to objective c"	0
"switched to erlang from c#"	0
"moved to pascal from r"	0
"switch to dart from lua"	0
"moved to visual basic from fortran"	0
"moved from cobol to clojure"	0
"switched to go from lisp"	0
"switch to pascal from scala"	0
"switched to c# from pascal"	0
"moved from dart to c++"	0
"move to cobol from ruby"	0
"switched from c# to fortran"	0
"switch to visual basic from erlang"	0
"switch from prolog to rust"	0
"switched to pascal from php"	0
"moved to erlang from c#"	0
"switched from matlab to cobol"	0
"switch from matlab to go"	0
"move from pascal to objective c"	0
"switch from erlang to go"	1
"move to r from clojure"	0
"move to fortran from java"	0
"move to dart from cobol"	0
"switched from perl to pascal"	0
"moved to fortran from cobol"	0
"switched from rust to clojure"	0
"switched from visual basic to cobol"	0
"move to r from lua"	0
"moved from lisp to clojure"	0
"move from erlang to prolog"	0
"switch from java to objective c"	500
"move from c to haskell"	0
"moved from erlang to matlab"	0
"switch from fortran to python"	1
"switch from scala to cobol"	0
"switched to erlang from swift"	0
"moved to haskell from c#"	0
"move from lisp to r"	0
"move from pascal to erlang"	0
"moved from pascal to perl"	0
"switch from go to lua"	0
"move to objective c from cobol"	0
"switch to r from node"	0
"switch to clojure from python"	2
"switch to fortran from java"	0
"moved from haskell to visual basic"	0
"moved from perl to lisp"	1
"move from java to haskell"	1
"switch from lisp to haskell"	2
"move to lua from erlang"	0
"move to lua from r"	0
"moved to erlang from c"	0
"move to c++ from rust"	0
"move to objective c from scala"	0
"move from lua to c#"	0
"switched from lua to c"	1
"move to matlab from java"	0
"moved from fortran to r"	0
"move from go to lua"	0
"switched from rust to c"	1
"move to lisp from dart"	0
"switch from php to clojure"	2
"switched from dart to php"	0
"moved from matlab to erlang"	0
"move to r from pascal"	0
"move to matlab from r"	0
"moved from go to lisp"	0
"moved from r to rust"	0
"switch from java to fortran"	0
"switched from r to lisp"	0
"moved to prolog from visual basic"	0
"switch to r from pascal"	0
"switched to ruby from scala"	1
"switch to r from clojure"	0
"move to clojure from haskell"	0
"moved from c# to dart"	0
"moved from prolog to objective c"	0
"switch to php from rust"	0
"switch to erlang from go"	0
"switch from php to objective c"	0
"move from erlang to r"	0
"moved from objective c to prolog"	0
"moved from swift to objective c"	0
"switch to r from prolog"	0
"move to cobol from perl"	0
"move to lua from lisp"	0
"moved to lua from java"	0
"switch to scala from prolog"	0
"switch from objective c to dart"	0
"moved to prolog from haskell"	0
"move to c++ from scala"	0
"switched from matlab to lua"	0
"moved to r from matlab"	2
"switched to lisp from c"	1
"moved from c to objective c"	3
"switched from visual basic to dart"	0
"switched to rust from clojure"	0
"switch from rust to objective c"	0
"moved from dart to haskell"	0
"switch from ruby to cobol"	0
"moved to cobol from swift"	0
"switched from c++ to lisp"	2
"switch from python to dart"	0
"moved to prolog from r"	0
"switch from pascal to python"	4
"switch to ruby from scala"	0
"moved from c# to lisp"	0
"switched to rust from erlang"	0
"moved to objective c from prolog"	0
"switch from cobol to node"	0
"switch to cobol from go"	0
"switch from c++ to pascal"	3
"switched to matlab from fortran"	0
"moved from haskell to prolog"	0
"switched to objective c from clojure"	0
"moved to haskell from c"	0
"switched to c++ from lisp"	0
"moved from go to pascal"	0
"switch from fortran to node"	0
"moved from rust to c#"	0
"moved to lua from objective c"	0
"moved from rust to prolog"	0
"move to matlab from ruby"	0
"switched from go to fortran"	0
"moved from perl to clojure"	0
"switched from haskell to fortran"	0
"moved to fortran from r"	0
"switched to objective c from lua"	0
"moved from lua to c#"	1
"switched from rust to cobol"	0
"moved to dart from go"	0
"switch to lua from haskell"	0
"switched from php to matlab"	0
"moved from c# to fortran"	0
"switched to erlang from visual basic"	0
"switched from swift to scala"	0
"switched from fortran to cobol"	1
"moved from scala to erlang"	0
"switch from prolog to clojure"	0
"move to c# from clojure"	0
"switch from lua to objective c"	0
"switch to dart from clojure"	0
"move to lua from visual basic"	0
"move from r to erlang"	0
"move from r to visual basic"	0
"switch from perl to lua"	0
"switch to objective c from cobol"	0
"switched to clojure from c"	0
"moved to objective c from fortran"	0
"move from objective c to perl"	0
"switched from objective c to haskell"	0
"moved from scala to haskell"	2
"switch to fortran from prolog"	0
"moved from dart to swift"	0
"switch from go to lisp"	0
"moved from cobol to scala"	0
"move to clojure from dart"	0
"moved to rust from ruby"	0
"move from c# to erlang"	0
"move to matlab from php"	0
"switch from scala to lisp"	0
"moved from prolog to ruby"	0
"moved from c to matlab"	0
"switch to c from scala"	0
"switch to lua from erlang"	0
"switched to haskell from python"	6
"moved from pascal to lisp"	0
"switched to matlab from cobol"	0
"moved from matlab to dart"	0
"move from lisp to python"	194
"moved from java to prolog"	0
"switched from lisp to pascal"	0
"switched to objective c from perl"	0
"move from erlang to dart"	0
"moved to visual basic from cobol"	0
"move to r from prolog"	0
"move to cobol from lua"	0
"moved from python to cobol"	0
"switched from objective c to python"	0
"switched to ruby from rust"	0
"move from c++ to rust"	5
"moved to scala from swift"	0
"moved to lua from php"	0
"move to c from haskell"	0
"move from dart to java"	0
"moved from swift to r"	0
"move from python to scala"	3
"moved from prolog to fortran"	0
"moved from lisp to fortran"	0
"move from clojure to cobol"	0
"switched from dart to haskell"	0
"switch from visual basic to clojure"	0
"switch from fortran to php"	0
"move from php to pascal"	0
"moved from lua to swift"	0
"switch to erlang from swift"	0
"switch to haskell from go"	0
"switch to objective c from c#"	0
"switch to clojure from lisp"	0
"switched to rust from c#"	0
"move to cobol from c"	0
"switched to c++ from rust"	0
"switch to node from pascal"	0
"switch to erlang from prolog"	0
"move to haskell from dart"	0
"moved to c from erlang"	0
"move from haskell to php"	0
"moved from fortran to swift"	0
"switch to pascal from dart"	0
"switched to lua from erlang"	0
"move from matlab to lua"	0
"move from swift to haskell"	0
"switched from swift to r"	0
"switched to rust from c++"	0
"moved to scala from ruby"	1
"moved from matlab to pascal"	0
"move to node from scala"	0
"switch to lua from php"	0
"switch to visual basic from dart"	0
"switch from dart to ruby"	0
"switched from rust to pascal"	0
"switched from java to haskell"	2
"moved from dart to cobol"	0
"switched to objective c from dart"	0
"moved from perl to pascal"	0
"switch from fortran to ruby"	0
"switched to prolog from php"	0
"moved from dart to node"	0
"move from pascal to python"	1
"moved to cobol from haskell"	0
"switch to haskell from fortran"	0
"move to swift from scala"	0
"switched to pascal from r"	0
"switched to erlang from pascal"	0
"switched to lua from ruby"	0
"switched to c++ from fortran"	0
"move to fortran from dart"	0
"move from matlab to php"	0
"switched from fortran to objective c"	0
"switch to rust from swift"	0
"move from c to clojure"	0
"switch to dart from rust"	0
"switched from python to haskell"	7
"switched from swift to rust"	0
"moved to perl from erlang"	0
"moved to c++ from clojure"	0
"switch from c to rust"	3
"move to rust from php"	0
"switched to java from scala"	1
"moved from r to php"	0
"switched to dart from go"	0
"moved from objective c to matlab"	0
"switch from matlab to pascal"	0
"move from visual basic to pascal"	0
"moved from erlang to java"	0
"moved from swift to prolog"	0
"move from python to dart"	1
"moved to c# from scala"	0
"switch from swift to erlang"	0
"moved from php to r"	0
"switched to clojure from php"	0
"switch from prolog to node"	0
"switch to dart from c#"	0
"switched from pascal to perl"	0
"switch to clojure from cobol"	0
"switched from r to java"	0
"switched from matlab to rust"	0
"switch from visual basic to lua"	1
"move from prolog to objective c"	0
"moved from pascal to r"	0
"moved from python to pascal"	0
"switch from c# to lua"	1
"switched from prolog to clojure"	0
"switch from cobol to swift"	0
"moved from cobol to prolog"	0
"moved from haskell to rust"	0
"switch from prolog to go"	0
"moved from matlab to php"	0
"switch to rust from scala"	0
"move from c# to objective c"	4
"switched from dart to cobol"	0
"moved from haskell to clojure"	2
"moved to fortran from objective c"	0
"move from objective c to c++"	1
"move to c from erlang"	0
"move to pascal from erlang"	0
"switched from visual basic to erlang"	0
"switched to erlang from go"	0
"move from rust to c#"	0
"switched from prolog to perl"	0
"moved from lisp to rust"	0
"switched to scala from ruby"	2
"switch from visual basic to lisp"	0
"switched to scala from matlab"	0
"switched to lua from rust"	0
"move to ruby from rust"	0
"moved from r to objective c"	0
"switch from ruby to dart"	0
"move from rust to scala"	0
"move to lisp from erlang"	0
"switch to prolog from visual basic"	0
"moved from haskell to erlang"	1
"switch from objective c to ruby"	0
"moved to cobol from c++"	0
"moved to visual basic from lua"	0
"switched from rust to c++"	0
"switched to pascal from node"	0
"move to objective c from visual basic"	0
"switch to rust from prolog"	0
"switch from visual basic to r"	0
"switched from prolog to cobol"	0
"move to scala from node"	0
"move to swift from dart"	0
"switched to dart from php"	0
"moved from rust to c++"	0
"moved to visual basic from rust"	0
"moved to c from clojure"	0
"switched from erlang to prolog"	0
"move to lua from c++"	0
"switched from erlang to c#"	0
"switch from perl to objective c"	0
"switch from php to pascal"	0
"move to swift from objective c"	4
"switch from pascal to lisp"	0
"switch to erlang from haskell"	0
"switch to c# from prolog"	0
"switch to java from matlab"	0
"switched from node to haskell"	0
"switched from c++ to matlab"	1
"switched from prolog to python"	0
"switched to lisp from clojure"	0
"switch from lisp to node"	0
"moved from perl to haskell"	0
"switched from c# to cobol"	1
"switched to perl from lua"	0
"moved to c# from lua"	0
"moved to node from rust"	0
"moved from erlang to visual basic"	0
"switch to lisp from erlang"	0
"moved to c# from haskell"	0
"switch to erlang from c++"	1
"switched to pascal from rust"	0
"switch to node from lua"	0
"moved to prolog from php"	0
"switched to lisp from ruby"	0
"move from pascal to c#"	0
"switched to c# from lisp"	0
"switch to clojure from c"	2
"move to clojure from c#"	0
"switch from haskell to clojure"	0
"switch to ruby from r"	0
"move to perl from fortran"	0
"move to php from dart"	0
"move to rust from cobol"	0
"switch from objective c to matlab"	0
"move to matlab from pascal"	0
"switch from c to clojure"	0
"move to c# from erlang"	0
"switch from lisp to fortran"	0
"switched to dart from python"	0
"move to swift from cobol"	0
"move from cobol to ruby"	0
"move from rust to prolog"	0
"switch from haskell to rust"	0
"switched to prolog from go"	0
"switched from erlang to matlab"	0
"moved from scala to go"	3
"switch to lisp from haskell"	0
"move to clojure from lua"	0
"moved to rust from r"	0
"moved from c# to r"	0
"switch from dart to node"	0
"move from rust to java"	0
"moved from dart to c"	0
"move to cobol from matlab"	0
"switched to lua from perl"	0
"switched to python from scala"	0
"move to clojure from php"	0
"switch from clojure to r"	0
"switch to prolog from php"	0
"switch to fortran from rust"	0
"switch from lua to php"	0
"move to scala from perl"	0
"switch to scala from perl"	0
"switch from rust to r"	0
"moved to haskell from r"	0
"moved to ruby from scala"	0
"switch from clojure to node"	0
"switched from objective c to lua"	0
"moved to pascal from cobol"	0
"switch to prolog from node"	0
"moved to lua from r"	0
"move from c# to clojure"	0
"move to python from pascal"	0
"switched to matlab from swift"	0
"switched from dart to erlang"	0
"move to erlang from lua"	0
"moved from visual basic to objective c"	0
"switched to objective c from pascal"	0
"switch from pascal to dart"	0
"switched to clojure from fortran"	0
"moved from cobol to go"	0
"moved from swift to haskell"	0
"move to erlang from cobol"	0
"switch to clojure from scala"	0
"moved to erlang from fortran"	0
"switch from python to cobol"	0
"switched from r to node"	0
"moved from lisp to erlang"	0
"switch from erlang to swift"	0
"moved to haskell from erlang"	0
"moved from r to matlab"	1
"moved to rust from swift"	0
"moved to go from r"	0
"move from prolog to lua"	0
"move from prolog to node"	0
"switch to dart from perl"	0
"switched from r to clojure"	0
"switch to pascal from perl"	0
"move from matlab to rust"	0
"moved from r to node"	0
"moved from ruby to clojure"	2
"switched to visual basic from rust"	0
"switch from haskell to java"	5
"move to python from lua"	0
"switch to go from matlab"	0
"switch from fortran to objective c"	0
"switched to fortran from visual basic"	0
"switched from visual basic to rust"	0
"switched from lua to pascal"	0
"switch from scala to php"	0
"switch from prolog to c"	0
"moved to ruby from r"	0
"moved to matlab from ruby"	0
"move from clojure to lisp"	0
"move from clojure to objective c"	0
"moved from java to haskell"	1
"switched to pascal from scala"	0
"switch to lua from scala"	0
"move from pascal to prolog"	0
"switched from go to lisp"	0
"switch from pascal to php"	0
"switch from node to pascal"	0
"move to c++ from cobol"	0
"move from erlang to ruby"	0
"switch to lua from pascal"	0
"move to prolog from fortran"	0
"moved to dart from matlab"	0
"switch to haskell from swift"	0
"switch to python from r"	4
"switch from node to prolog"	0
"switched from php to fortran"	0
"moved from lisp to matlab"	0
"switched from pascal to erlang"	0
"switch to cobol from java"	0
"switched from scala to lisp"	0
"move from lua to php"	0
"switch from prolog to cobol"	0
"moved to prolog from node"	0
"switched to matlab from prolog"	0
"moved from matlab to c#"	0
"move from lua to objective c"	0
"switched from fortran to python"	0
"move to ruby from pascal"	0
"moved to lisp from pascal"	0
"switch from c++ to clojure"	0
"move from fortran to pascal"	5
"switch to cobol from ruby"	0
"moved to ruby from pascal"	0
"move to clojure from python"	0
"move to objective c from clojure"	0
"moved from clojure to visual basic"	0
"switch to dart from swift"	0
"move from ruby to pascal"	0
"moved to python from erlang"	0
"moved to c# from cobol"	0
"moved to clojure from matlab"	0
"switched to lua from haskell"	0
"moved from lua to java"	1
"moved from go to lua"	0
"switch to clojure from fortran"	0
"switched from lua to cobol"	0
"switch from haskell to matlab"	0
"switched from go to objective c"	0
"move to objective c from ruby"	0
"moved to perl from clojure"	0
"switched from fortran to java"	4
"moved to erlang from rust"	0
"move to clojure from java"	0
"move from swift to scala"	0
"moved from rust to visual basic"	0
"move from c to cobol"	2
"moved from rust to go"	0
"switched to matlab from rust"	0
"move from perl to objective c"	0
"move from rust to c++"	1
"switched from fortran to c#"	0
"switched from dart to r"	0
"moved from rust to cobol"	1
"switch to scala from lisp"	0
"moved from cobol to php"	1
"switched from haskell to lua"	0
"moved from rust to lua"	0
"switch to lisp from c"	0
"moved from dart to visual basic"	0
"move to node from cobol"	0
"move from prolog to r"	0
"move from python to lua"	4
"move to cobol from rust"	0
"moved from java to erlang"	0
"moved from scala to objective c"	0
"moved from pascal to php"	0
"moved from java to rust"	0
"switched to rust from pascal"	0
"move from prolog to haskell"	1
"move from fortran to c#"	3
"move from lisp to cobol"	0
"moved to pascal from fortran"	0
"switch from dart to prolog"	0
"move from pascal to java"	5
"switch from pascal to swift"	0
"switched to lisp from node"	0
"moved from scala to node"	0
"moved to erlang from ruby"	0
"switch from clojure to cobol"	0
"move to haskell from swift"	0
"switched from prolog to haskell"	0
"moved from erlang to php"	0
"switch to matlab from dart"	0
"moved from php to rust"	0
"switched to php from haskell"	0
"moved to clojure from visual basic"	0
"move to swift from matlab"	0
"moved to erlang from objective c"	0
"moved from perl to objective c"	0
"switch to cobol from haskell"	0
"switched to go from clojure"	0
"move from lisp to matlab"	0
"switch to lisp from objective c"	0
"switched to dart from objective c"	0
"switch to rust from r"	0
"switched to pascal from c"	1
"switched from rust to perl"	0
"switch to c# from dart"	0
"moved from clojure to pascal"	0
"switched from lua to fortran"	0
"switch from perl to scala"	9
"switch to lua from prolog"	0
"move to rust from java"	0
"move to c from objective c"	0
"switch to matlab from rust"	0
"move from matlab to erlang"	0
"switched from go to lua"	0
"move to scala from ruby"	0
"switched from matlab to swift"	0
"switched to node from dart"	0
"switched from haskell to rust"	2
"switched to pascal from lisp"	0
"move to php from haskell"	0
"moved from c to erlang"	0
"moved to ruby from erlang"	0
"moved from perl to r"	2
"move from c++ to pascal"	0
"switch from c# to dart"	0
"switch from lisp to swift"	0
"switch to cobol from python"	0
"move to fortran from swift"	0
"switch to c# from r"	0
"move from c to erlang"	0
"moved to c from pascal"	7
"moved to fortran from ruby"	0
"move to pascal from r"	0
"move from perl to pascal"	0
"switched from node to pascal"	0
"switch from c# to rust"	0
"moved to ruby from dart"	0
"moved from cobol to pascal"	0
"move from dart to swift"	1
"move to dart from haskell"	0
"move to rust from prolog"	0
"switch from scala to matlab"	0
"move to cobol from scala"	0
"move from ruby to cobol"	0
"move to swift from erlang"	0
"moved to python from objective c"	0
"switched from clojure to visual basic"	0
"switched from perl to prolog"	0
"move from swift to prolog"	0
"move from swift to fortran"	0
"move from fortran to visual basic"	0
"switch to fortran from scala"	0
"switched from lua to lisp"	0
"switch from lisp to erlang"	2
"move to c++ from prolog"	0
"move to objective c from r"	0
"switch from prolog to dart"	0
"switch from rust to node"	0
"move to perl from prolog"	0
"move from pascal to dart"	0
"switched from c to prolog"	0
"switched to perl from haskell"	0
"switch to clojure from prolog"	0
"switched from fortran to pascal"	8
"switch from c# to lisp"	0
"switched to r from dart"	0
"moved to swift from fortran"	0
"move to visual basic from pascal"	0
"switch to objective c from matlab"	0
"moved from lua to r"	0
"moved to pascal from haskell"	0
"switch to perl from dart"	0
"switched to dart from swift"	0
"switched to r from prolog"	0
"switch from perl to fortran"	0
"moved to r from rust"	0
"switched from clojure to cobol"	0
"switched from clojure to lua"	0
"move from fortran to node"	0
"switch from dart to c++"	0
"switch to clojure from erlang"	0
"switched to dart from fortran"	0
"move from php to rust"	2
"move from lua to fortran"	0
"move from dart to clojure"	0
"switch from lisp to perl"	0
"move from go to scala"	0
"moved to php from scala"	0
"move to lisp from go"	0
"moved to prolog from scala"	0
"switched to pascal from swift"	0
"switched from lisp to go"	0
"switched to c from lua"	0
"moved to perl from fortran"	0
"switch to lisp from swift"	0
"switch to objective c from dart"	0
"switched to fortran from lisp"	0
"move from haskell to java"	1
"switched from matlab to c#"	0
"moved from perl to prolog"	0
"moved from c# to scala"	4
"move from matlab to python"	1190
"moved to c++ from r"	0
"switch from perl to pascal"	0
"move from c++ to clojure"	0
"switch from php to rust"	0
"switched to objective c from fortran"	0
"move to fortran from c#"	0
"switch from python to rust"	2
"switched from lua to php"	0
"moved from scala to fortran"	0
"switch from erlang to php"	0
"move from visual basic to cobol"	0
"move from c to pascal"	0
"switched from c# to objective c"	2
"switched from perl to objective c"	0
"switched from c to r"	4
"move from objective c to visual basic"	0
"moved from node to pascal"	0
"moved from ruby to scala"	278
"switched to go from scala"	0
"switch to prolog from scala"	0
"move to perl from lisp"	0
"move to scala from c++"	0
"move from java to lua"	1
"switch from clojure to c++"	0
"switched from c to dart"	0
"moved from perl to erlang"	0
"switch to erlang from c"	1
"moved from haskell to r"	0
"switched to r from swift"	0
"moved to c++ from prolog"	0
"moved to lua from erlang"	0
"moved to scala from r"	0
"switch from prolog to erlang"	0
"switched to matlab from lua"	0
"switch to php from prolog"	0
"switched to dart from lua"	0
"switch to lua from swift"	0
"moved from erlang to c++"	0
"switch from c++ to scala"	0
"move to c# from pascal"	0
"switched from clojure to swift"	0
"switch to python from objective c"	0
"move from matlab to ruby"	0
"switched to dart from ruby"	0
"switched to ruby from pascal"	0
"switch from go to rust"	6
"switch to objective c from ruby"	0
"switch from lisp to python"	137
"switched to haskell from c"	0
"switch from c to lisp"	1
"moved from java to lisp"	0
"move from fortran to c++"	8
"switch to haskell from c#"	0
"switch to r from c"	0
"switched to c from pascal"	3
"moved to java from dart"	0
"moved to lisp from scala"	0
"moved from objective c to scala"	0
"moved from node to erlang"	0
"switched to c from r"	0
"move from visual basic to matlab"	0
"switch from r to cobol"	0
"switch from lua to swift"	0
"switch to node from haskell"	0
"moved to scala from php"	0
"moved to python from rust"	0
"moved from haskell to ruby"	0
"moved from lua to haskell"	0
"moved from prolog to python"	1
"moved to objective c from pascal"	0
"switched from c# to clojure"	0
"switch to scala from matlab"	0
"switched to visual basic from lisp"	0
"switch from clojure to erlang"	0
"switch to r from python"	1
"switched to clojure from dart"	0
"moved from node to clojure"	0
"switched to node from fortran"	0
"switch from scala to node"	0
"move from lua to rust"	0
"moved to matlab from erlang"	0
"moved from rust to python"	0
"moved to node from lua"	0
"switch from erlang to c++"	0
"move to go from erlang"	0
"moved to php from r"	0
"switched from matlab to ruby"	0
"switch from matlab to fortran"	7
"move to erlang from lisp"	0
"switched from cobol to c++"	0
"switched to ruby from objective c"	0
"switch to erlang from cobol"	0
"switch from fortran to r"	0
"move from scala to lua"	0
"moved to rust from lua"	0
"move from node to scala"	0
"moved from dart to lisp"	0
"switched to java from objective c"	0
"switch from cobol to haskell"	0
"switched from fortran to perl"	0
"moved to rust from go"	0
"moved from scala to python"	2
"move to rust from objective c"	0
"switched from cobol to prolog"	0
"switch to java from pascal"	0
"switch from prolog to python"	0
"move from erlang to node"	0
"move from rust to node"	0
"move from go to r"	0
"move from r to php"	0
"move to rust from pascal"	0
"switched from java to rust"	1
"moved from fortran to matlab"	2
"switch to c# from pascal"	0
"switch to php from objective c"	0
"moved to matlab from node"	0
"move from clojure to python"	0
"move to rust from fortran"	0
"move from cobol to r"	0
"switched to cobol from python"	0
"moved to perl from r"	0
"switch to c from lua"	0
"moved from dart to python"	0
"switched to c# from fortran"	0
"switched to r from scala"	0
"switch to fortran from go"	0
"move to go from pascal"	0
"move from clojure to fortran"	0
"move from prolog to visual basic"	0
"moved from c# to rust"	0
"switched from cobol to pascal"	0
"switch from c to r"	5
"switched to ruby from dart"	0
"switch to clojure from swift"	0
"switched to pascal from ruby"	0
"switch to pascal from cobol"	0
"moved from swift to erlang"	0
"switch to swift from haskell"	0
"move from objective c to fortran"	0
"switch from scala to lua"	1
"move to prolog from rust"	0
"moved from matlab to r"	396
"switched to lisp from cobol"	0
"move to scala from matlab"	0
"moved from lisp to swift"	0
"switched from haskell to objective c"	0
"switch to lisp from ruby"	0
"moved to erlang from c++"	0
"switched from swift to matlab"	0
"moved to php from pascal"	0
"switch to r from java"	0
"switch from scala to go"	5
"moved to haskell from objective c"	0
"move from dart to prolog"	0
"move to node from objective c"	0
"moved to haskell from perl"	0
"switch from java to clojure"	5
"switch to python from haskell"	0
"switch to rust from perl"	0
"switch from visual basic to scala"	3
"move from clojure to go"	0
"moved from pascal to fortran"	0
"switch from scala to objective c"	0
